incident_number,opened_at,category,cmdb_ci,state,problem_id
INC1444546,2022-07-09 08:05:22,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1444548,2022-07-09 08:14:11,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1444582,2022-07-09 09:51:29,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1445167,2022-07-11 09:45:08,Software,,Closed Complete,
INC1445380,2022-07-11 11:41:10,Software,,Closed Complete,
INC1445381,2022-07-11 11:42:20,Software,,Closed Complete,
INC1445388,2022-07-11 11:42:51,Software,,Closed Complete,
INC1445392,2022-07-11 11:43:15,Software,,Closed Complete,
INC1445394,2022-07-11 11:45:17,Software,,Closed Complete,
INC1445396,2022-07-11 11:45:28,Software,,Closed Complete,
INC1445397,2022-07-11 11:45:30,Software,,Closed Complete,
INC1445399,2022-07-11 11:45:35,Software,,Closed Complete,
INC1445410,2022-07-11 11:46:09,Software,,Closed Complete,
INC1445415,2022-07-11 11:46:14,Software,,Closed Complete,
INC1445436,2022-07-11 11:47:13,Software,,Closed Complete,
INC1445457,2022-07-11 11:48:10,Software,,Closed Complete,
INC1445462,2022-07-11 11:48:39,Software,,Closed Complete,
INC1445565,2022-07-11 12:15:29,Software,,Closed Complete,
INC1445589,2022-07-11 12:34:55,Software,,Closed Complete,
INC1445612,2022-07-11 13:11:51,Software,,Closed Complete,
INC1445645,2022-07-11 13:54:43,Software,,Closed Complete,
INC1445652,2022-07-11 14:05:21,Software,,Closed Complete,
INC1445692,2022-07-11 14:30:45,Software,,Closed Complete,
INC1446035,2022-07-12 08:14:28,Software,Mulesoft Cloudhub,Closed Complete,
INC1446082,2022-07-12 08:43:12,Software,SAP ECC PRD RTP,Closed Complete,
INC1446100,2022-07-12 08:57:52,Hardware,16-Port KVM Switch,Closed Complete,
INC1446097,2022-07-12 09:01:28,Software,Duplicate Incident,Closed Complete,
INC1446134,2022-07-12 09:30:42,Software,Duplicate Incident,Closed Complete,
INC1446188,2022-07-12 10:09:33,Software,Duplicate Incident,Closed Complete,
INC1446231,2022-07-12 10:32:01,Software,Duplicate Incident,Closed Complete,
INC1446278,2022-07-12 11:00:48,Software,Duplicate Incident,Closed Complete,
INC1446323,2022-07-12 11:40:49,Software,Duplicate Incident,Closed Complete,
INC1446345,2022-07-12 12:03:54,Software,Duplicate Incident,Closed Complete,
INC1446857,2022-07-13 09:19:58,Software,,Closed Complete,
INC1446891,2022-07-13 09:54:17,Software,Duplicate Incident,Closed Complete,
INC1446938,2022-07-13 10:45:31,Software,Duplicate Incident,Closed Complete,
INC1446954,2022-07-13 11:16:55,Software,Duplicate Incident,Closed Complete,
INC1446957,2022-07-13 11:31:18,Software,Duplicate Incident,Closed Complete,
INC1446965,2022-07-13 11:50:46,Software,Duplicate Incident,Closed Complete,
INC1446992,2022-07-13 12:28:09,Software,,Closed Complete,
INC1447005,2022-07-13 12:48:08,Software,,Closed Complete,
INC1447023,2022-07-13 13:15:17,Software,Duplicate Incident,Closed Complete,
INC1447146,2022-07-13 16:46:49,Software,,Closed Complete,
INC1447667,2022-07-14 15:44:35,Information Security,Email Filter,Closed Complete,
INC1447668,2022-07-14 15:44:37,Information Security,Email Filter,Closed Complete,
INC1447717,2022-07-14 17:01:53,Information Security,Email Filter,Closed Complete,
INC1447749,2022-07-14 20:02:37,Information Security,Email Filter,Closed Complete,
INC1447776,2022-07-15 03:24:19,Software,,Closed Complete,
INC1447799,2022-07-15 05:52:32,Information Security,Email Filter,Closed Complete,
INC1447962,2022-07-15 09:55:41,Information Security,Email Filter,Closed Complete,
INC1448030,2022-07-15 11:43:57,Information Security,Email Filter,Closed Complete,
INC1448034,2022-07-15 11:49:51,Information Security,Email Filter,Closed Complete,
INC1448370,2022-07-16 10:15:56,Software,SAP ERP Central Component (ECC),Closed Complete,
INC1449068,2022-07-18 15:51:30,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1449426,2022-07-19 10:38:10,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1449549,2022-07-19 13:55:34,Software,,Closed Complete,
INC1450045,2022-07-20 13:24:22,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1450104,2022-07-20 15:20:08,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1450195,2022-07-21 03:50:42,Software,,Closed Complete,
INC1450262,2022-07-21 06:38:03,Software,SAP ERP Central Component (ECC),Closed Complete,
INC1450714,2022-07-22 04:26:35,Software,,Closed Complete,
INC1450719,2022-07-22 04:40:48,Software,Duplicate Incident,Closed Complete,
INC1450720,2022-07-22 04:41:58,Software,,Closed Complete,
INC1450961,2022-07-22 10:54:35,Hardware,TC75 Bar Code Scanner,Closed Complete,
INC1451010,2022-07-22 12:28:06,Software,GAA_46MED02W,Closed Complete,
INC1451760,2022-07-25 08:17:18,Software,,Closed Complete,
INC1451908,2022-07-25 10:14:12,Software,Web External,Closed Complete,
INC1452019,2022-07-25 12:32:46,Software,,Closed Complete,
INC1452740,2022-07-26 13:42:04,Software,Payroll,Closed Complete,
INC1453646,2022-07-27 16:15:47,Software,SAP Fiori,Closed Complete,
INC1455576,2022-07-31 17:01:44,Software,,Closed Complete,
INC1455577,2022-07-31 17:01:46,Software,Duplicate Incident,Closed Complete,
INC1456092,2022-08-01 14:50:32,Software,,Closed Complete,
INC1456637,2022-08-02 14:13:03,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1457674,2022-08-04 11:28:11,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1457831,2022-08-04 15:41:50,Network,Meraki,Closed Complete,
INC1457949,2022-08-04 20:32:29,Network,SAP ERP Central Component (ECC),Closed Complete,PRB0014894
INC1458851,2022-08-05 08:50:14,Network,SAP ERP Central Component (ECC),Closed Complete,PRB0014894
INC1458942,2022-08-05 09:37:54,Software,,Closed Complete,
INC1459382,2022-08-05 21:42:01,Software,Skybot,Closed Complete,PRB0014894
INC1459385,2022-08-05 21:42:06,Software,Skybot,Closed Complete,PRB0014894
INC1459539,2022-08-06 08:58:06,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1459963,2022-08-08 08:48:25,Software,SAP Fiori,Closed Complete,
INC1459966,2022-08-08 08:48:29,Software,SAP Fiori,Closed Complete,
INC1460245,2022-08-08 13:09:24,Information Security,Email Filter,Closed Complete,
INC1460254,2022-08-08 13:18:35,Information Security,Email Filter,Closed Complete,
INC1460439,2022-08-09 03:29:15,Software,,Closed Complete,
INC1461202,2022-08-10 09:31:57,Software,,Closed Complete,
INC1461691,2022-08-11 08:10:21,Software,SAP Fiori,Closed Complete,
INC1461693,2022-08-11 08:10:23,Software,SAP Fiori,Closed Complete,
INC1461743,2022-08-11 09:05:18,Software,,Closed Complete,
INC1462031,2022-08-11 16:14:44,Software,tririgwp01,Closed Complete,
INC1462108,2022-08-12 04:25:42,Software,,Closed Complete,
INC1462285,2022-08-12 09:39:24,Software,,Closed Complete,
INC1463429,2022-08-15 14:49:25,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1463838,2022-08-16 11:22:48,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1464472,2022-08-17 14:55:08,Software,Tririga Hosting SaaS,Closed Complete,
INC1464522,2022-08-17 16:42:00,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1465055,2022-08-19 03:24:59,Software,,Closed Complete,
INC1465198,2022-08-19 09:46:04,Software,,Closed Complete,
INC1465303,2022-08-19 12:21:54,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1465932,2022-08-22 08:20:58,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1466176,2022-08-22 13:10:38,Software,,Closed Complete,
INC1466511,2022-08-23 08:00:21,Software,Duplicate Incident,Closed Complete,
INC1466591,2022-08-23 09:36:10,Software,Request for Information,Closed Complete,
INC1466597,2022-08-23 09:45:46,Software,Duplicate Incident,Closed Complete,
INC1467060,2022-08-24 08:33:49,Software,,Closed Complete,
INC1467105,2022-08-24 09:31:38,Software,,Closed Complete,
INC1467120,2022-08-24 09:49:09,Software,,Closed Complete,
INC1467129,2022-08-24 09:59:00,Hardware,Local Area Network,Closed Complete,
INC1467228,2022-08-24 12:12:33,Software,Visit The Vehicle (VTV),Closed Complete,
INC1467643,2022-08-25 09:56:31,Software,,Closed Complete,PRB0014816
INC1467958,2022-08-26 03:23:20,Software,,Closed Complete,
INC1469884,2022-08-29 14:45:38,Software,,Closed Complete,
INC1469947,2022-08-29 16:10:32,Software,SAP Master Data Repository (MDR),Closed Complete,
INC1470510,2022-08-30 14:55:35,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1470663,2022-08-31 06:58:11,Software,Duplicate Incident,Closed Complete,
INC1470720,2022-08-31 08:19:41,Software,Microsoft Office Outlook 2010,Closed Complete,
INC1470766,2022-08-31 09:21:06,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1471842,2022-09-02 09:51:09,Software,Zebra Sim Card ,Closed Complete,
INC1472022,2022-09-02 14:49:03,Software,,Closed Complete,
INC1472056,2022-09-02 16:18:41,Software,,Closed Complete,
INC1472064,2022-09-02 16:25:17,Software,,Closed Complete,
INC1472074,2022-09-02 16:31:28,Software,,Closed Complete,
INC1473059,2022-09-04 07:00:19,Software,,Closed Complete,
INC1474173,2022-09-07 09:38:07,Software,,Closed Complete,
INC1474401,2022-09-07 13:49:34,Software,,Closed Complete,
INC1475198,2022-09-09 03:46:26,Software,,Closed Complete,
INC1475481,2022-09-09 08:36:39,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1475723,2022-09-09 18:22:22,Software,,Closed Complete,
INC1475970,2022-09-10 10:37:24,Hardware,Computer,Closed Complete,
INC1475977,2022-09-10 10:53:01,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1475981,2022-09-10 10:59:34,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1476095,2022-09-11 05:11:01,Software,,Closed Complete,
INC1476102,2022-09-11 05:15:06,Software,,Closed Complete,
INC1476425,2022-09-12 08:38:01,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1476664,2022-09-12 13:55:46,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1476704,2022-09-12 14:54:44,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1476730,2022-09-12 15:50:33,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1477065,2022-09-13 10:58:44,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1477519,2022-09-14 07:19:42,Software,,Closed Complete,
INC1477701,2022-09-14 11:40:40,Information Security,Email Filter,Closed Complete,
INC1478252,2022-09-15 13:20:01,Hardware,Zebra TC77HL Bar Code Scanner,Closed Complete,
INC1478267,2022-09-15 13:49:35,Hardware,Scala Media Player,Closed Complete,
INC1479341,2022-09-19 07:06:10,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1479566,2022-09-19 09:32:50,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1479574,2022-09-19 09:39:52,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1479585,2022-09-19 09:48:25,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1479687,2022-09-19 11:55:28,Hardware,Computer,Closed Complete,
INC1479861,2022-09-19 16:10:38,Software,,Closed Complete,
INC1480083,2022-09-20 07:48:54,Software,onboarding,Closed Complete,
INC1480142,2022-09-20 08:31:53,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1480240,2022-09-20 09:47:02,Software,,Closed Complete,
INC1484392,2022-09-20 13:48:29,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1485309,2022-09-21 08:01:50,Hardware,Zebra TC77HL Bar Code Scanner,Closed Complete,
INC1485408,2022-09-21 10:10:00,Software,,Closed Complete,
INC1485541,2022-09-21 13:50:06,Hardware,Computer,Closed Complete,
INC1485950,2022-09-22 10:43:36,Software,,Closed Complete,
INC1486015,2022-09-22 11:52:22,Hardware,Zebra TC77HL Bar Code Scanner,Closed Complete,
INC1486245,2022-09-23 03:42:00,Software,,Closed Complete,
INC1486247,2022-09-23 04:00:00,Software,,Closed Complete,
INC1486435,2022-09-23 09:24:46,Hardware,Zebra TC77HL Bar Code Scanner,Closed Complete,
INC1486469,2022-09-23 10:27:16,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1487278,2022-09-26 05:57:28,Hardware,Computer,Closed Complete,
INC1488189,2022-09-27 11:23:45,Software,,Closed Complete,
INC1488524,2022-09-28 06:00:27,Software,,Closed Complete,
INC1488688,2022-09-28 09:04:34,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1488745,2022-09-28 10:06:52,Software,VHQ,Closed Complete,
INC1489067,2022-09-28 16:15:44,Software,Computer,Closed Complete,
INC1489669,2022-09-30 03:37:21,Software,,Closed Complete,
INC1489770,2022-09-30 07:49:09,Software,,Closed Complete,
INC1489893,2022-09-30 10:51:48,Software,,Closed Complete,
INC1490506,2022-10-02 18:45:04,Software,,Closed Complete,
INC1490512,2022-10-02 18:45:12,Software,,Closed Complete,
INC1490525,2022-10-02 19:00:10,Software,,Closed Complete,
INC1490627,2022-10-03 05:42:36,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1491049,2022-10-03 14:53:49,Software,Informational,Closed Complete,
INC1491051,2022-10-03 14:53:52,Software,Operations Bridge Manager (OBM),Closed Complete,
INC1491590,2022-10-04 13:40:25,Software,Remote Access,Closed Complete,
INC1491730,2022-10-04 18:01:44,Software,Operations Bridge Manager (OBM),Closed Complete,
INC1491802,2022-10-05 05:40:45,Software,,Closed Complete,
INC1491913,2022-10-05 08:27:56,Software,onboarding,Closed Complete,
INC1491917,2022-10-05 08:29:42,Software,Remote Access,Closed Complete,
INC1491947,2022-10-05 09:00:11,Software,Remote Access,Closed Complete,
INC1491949,2022-10-05 09:01:51,Software,Remote Access,Closed Complete,
INC1492186,2022-10-05 14:40:13,Software,Operations Bridge Manager (OBM),Closed Complete,
INC1493045,2022-10-06 20:51:52,Software,SAP Hybris,Closed Complete,
INC1493046,2022-10-06 20:58:38,Software,Miscellaneous,Closed Complete,
INC1493446,2022-10-07 11:43:57,Software,Computer,Closed Complete,
INC1493515,2022-10-07 13:25:53,Software,Remote Access,Closed Complete,
INC1493634,2022-10-07 16:31:58,Software,,Closed Complete,
INC1494468,2022-10-10 11:03:55,Software,,Closed Complete,
INC1494613,2022-10-10 14:07:44,Software,SafeNet MobilePASS,Closed Complete,
INC1495202,2022-10-11 12:26:11,Hardware,Computer,Closed Complete,
INC1495270,2022-10-11 13:32:02,Software,onboarding,Closed Complete,
INC1495316,2022-10-11 14:36:53,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1495351,2022-10-11 15:36:09,Software,Computer,Closed Complete,
INC1495422,2022-10-11 16:53:50,Software,,Closed Complete,
INC1495792,2022-10-12 07:59:08,Information Security,Email Filter,Closed Complete,
INC1496013,2022-10-12 12:56:07,Software,Computer,Closed Complete,
INC1496402,2022-10-13 08:16:29,Network,Bar Code Scanner,Closed Complete,
INC1497759,2022-10-16 07:15:10,Software,,Closed Complete,
INC1497775,2022-10-16 07:30:14,Software,,Closed Complete,
INC1497789,2022-10-16 07:45:05,Software,,Closed Complete,
INC1497791,2022-10-16 07:45:09,Software,,Closed Complete,
INC1497812,2022-10-16 13:20:26,Software,,Closed Complete,
INC1498291,2022-10-17 10:39:08,Software,,Closed Complete,
INC1498299,2022-10-17 10:46:51,Information Security,Missing Asset,Closed Complete,
INC1498499,2022-10-17 15:49:16,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1498609,2022-10-17 17:58:20,Software,,Closed Complete,
INC1498810,2022-10-18 08:31:11,Software,Computer,Closed Complete,
INC1498847,2022-10-18 09:03:22,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1498983,2022-10-18 10:46:00,Software,Visit The Vehicle (VTV),Closed Complete,
INC1499090,2022-10-18 13:52:20,Software,onboarding,Closed Complete,
INC1499126,2022-10-18 15:04:13,Software,SAP Fiori,Closed Complete,
INC1500521,2022-10-20 17:35:20,Hardware,onboarding,Closed Complete,
INC1500922,2022-10-21 12:22:46,Software,Computer,Closed Complete,
INC1501005,2022-10-21 14:46:23,Software,Store Point of Sale (POS),Closed Complete,
INC1501358,2022-10-23 06:05:23,Software,SAP ECC PRD RTP,Closed Complete,
INC1502916,2022-10-25 08:21:33,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1503662,2022-10-26 12:26:55,Software,,Closed Complete,
INC1503754,2022-10-26 14:59:16,Software,POS Fitment,Closed Complete,
INC1504000,2022-10-27 07:31:43,Software,SafeNet MobilePASS,Closed Complete,
INC1504469,2022-10-28 06:35:03,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1504595,2022-10-28 09:57:27,Software,Computer,Closed Complete,
INC1504598,2022-10-28 10:00:15,Software,Computer,Closed Complete,
INC1504599,2022-10-28 10:01:47,Software,Computer,Closed Complete,
INC1504601,2022-10-28 10:02:55,Software,Computer,Closed Complete,
INC1504604,2022-10-28 10:03:57,Software,Computer,Closed Complete,
INC1505135,2022-10-29 05:44:20,Software,,Closed Complete,
INC1506411,2022-10-31 05:31:45,Software,onboarding,Closed Complete,
INC1506544,2022-10-31 07:31:59,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,PRB0014956
INC1506573,2022-10-31 07:40:08,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,PRB0014956
INC1506624,2022-10-31 07:59:02,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,PRB0014956
INC1506636,2022-10-31 08:19:38,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,PRB0014956
INC1506639,2022-10-31 08:21:55,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,PRB0014956
INC1506707,2022-10-31 08:53:19,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,PRB0014956
INC1506956,2022-10-31 12:12:48,Software,,Closed Complete,
INC1507134,2022-10-31 15:21:49,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,PRB0014956
INC1507137,2022-10-31 15:31:28,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,PRB0014956
INC1507574,2022-11-01 09:17:19,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1507785,2022-11-01 14:30:00,Software,,Closed Complete,
INC1507800,2022-11-01 14:55:45,Software,,Closed Complete,
INC1507970,2022-11-02 06:26:41,Software,SafeNet MobilePASS,Closed Complete,
INC1509337,2022-11-03 06:37:52,Software,,Closed Complete,
INC1509343,2022-11-03 06:44:22,Software,,Closed Complete,
INC1509891,2022-11-04 06:49:30,Software,,Closed Complete,
INC1511439,2022-11-07 07:50:45,Software,Computer,Closed Complete,
INC1511691,2022-11-07 11:18:04,Software,,Closed Complete,
INC1511924,2022-11-07 15:52:38,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1512292,2022-11-08 10:20:03,Software,Computer,Closed Complete,
INC1512342,2022-11-08 11:27:19,Software,Computer,Closed Complete,
INC1512345,2022-11-08 11:30:30,Software,Computer,Closed Complete,
INC1512347,2022-11-08 11:31:59,Software,Computer,Closed Complete,
INC1512438,2022-11-08 13:42:29,Software,onboarding,Closed Complete,
INC1512478,2022-11-08 15:00:59,Software,IEvolve Application,Closed Complete,
INC1512681,2022-11-09 07:15:28,Software,,Closed Complete,PRB0014970
INC1513001,2022-11-09 15:16:40,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1513877,2022-11-11 10:56:51,Software,,Closed Complete,
INC1514041,2022-11-11 13:50:08,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
